,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
4789,4789,80117800,TV Show,Wet Hot American Summer: Ten Years Later,United States,"August 4, 2017",2017,TV-MA,1 Season,TV Comedies,"A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.",2017,August,Adults,United States,['TV Comedies']
4790,4790,80226089,TV Show,Luo Bao Bei,"China, United Kingdom","August 31, 2019",2018,TV-Y,1 Season,"British TV Shows, Kids' TV","A bright and spirited seven-year-old girl uses her vivid, dreamlike imagination to navigate everyday adventures alongside her real and imaginary BFFs.",2019,August,Kids,China,"['British TV Shows', ""Kids' TV""]"
4791,4791,80150507,TV Show,Cathedral of the Sea,Spain,"August 31, 2018",2017,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","In 14th-century Barcelona, a serf's determined climb to wealth and freedom incurs the disdain of the noble class and the suspicion of the Inquisition.",2018,August,Adults,Spain,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']"
4793,4793,80185065,TV Show,Inside the Criminal Mind,"United States, Czech Republic","August 31, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Explore the psychological machinations and immoral behavior that define the most nefarious types of criminals.,2018,August,Adults,United States,"['Crime TV Shows', 'Docuseries', 'International TV Shows']"
4795,4795,80191522,TV Show,Paradise PD,United States,"August 31, 2018",2018,TV-MA,1 Season,TV Comedies,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case.",2018,August,Adults,United States,['TV Comedies']
4798,4798,80220145,TV Show,Undercover Law,Colombia,"August 31, 2018",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Female intelligence agents infiltrate the disparate aspects of a Colombian cartel in an attempt to take down the drug lords and their associates.,2018,August,Adults,Colombia,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
4799,4799,81020576,TV Show,Yeh Meri Family,India,"August 31, 2018",2018,TV-PG,1 Season,"International TV Shows, TV Comedies","In the summer of 1998, middle child Harshu balances school, family, friendship and other challenges of growing up.",2018,August,Older Kids,India,"['International TV Shows', 'TV Comedies']"
4802,4802,80992137,TV Show,CAROLE & TUESDAY,Japan,"August 30, 2019",2019,TV-MA,1 Season,"Anime Series, International TV Shows, Teen TV Shows","Part-timer Carole meets rich girl Tuesday, and each realizes they've found the musical partner they need. Together, they just might make it.",2019,August,Adults,Japan,"['Anime Series', 'International TV Shows', 'Teen TV Shows']"
4805,4805,80204364,TV Show,Styling Hollywood,United States,"August 30, 2019",2019,TV-14,1 Season,Reality TV,"Whether styling superstars or elevating A-list homes, couple Jason Bolden and Adair Curtis of JSN Studio connect famous clientele with the chicest looks.",2019,August,Teens,United States,['Reality TV']
4806,4806,80196382,TV Show,The A List,United Kingdom,"August 30, 2019",2018,TV-PG,1 Season,"British TV Shows, International TV Shows, TV Dramas","Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",2019,August,Older Kids,United Kingdom,"['British TV Shows', 'International TV Shows', 'TV Dramas']"
4807,4807,80148535,TV Show,The Dark Crystal: Age of Resistance,"United Kingdom, United States","August 30, 2019",2019,TV-PG,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","As power-hungry overlords drain life from the planet Thra, a group of brave Gelfling unite on a quest to save their world and fight off the darkness.",2019,August,Older Kids,United Kingdom,"['TV Action & Adventure', 'TV Dramas', 'TV Sci-Fi & Fantasy']"
4808,4808,80999091,TV Show,The Good Bandit,Colombia,"August 30, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","A near-death experience spurs a feared drug lord to leave behind his life of crime and infidelity, to the disbelief of everyone close to him.",2019,August,Adults,Colombia,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
4812,4812,80215500,TV Show,Cocaine Coast,Spain,"August 3, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In 1980s Galicia, Spain, a young fisherman becomes a prosperous cocaine smuggler by providing Latin American suppliers with a European entry point.",2018,August,Adults,Spain,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
4813,4813,80202283,TV Show,I AM A KILLER,United Kingdom,"August 3, 2018",2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,2018,August,Adults,United Kingdom,"['British TV Shows', 'Crime TV Shows', 'Docuseries']"
4815,4815,80988815,TV Show,Marching Orders,United States,"August 3, 2018",2018,TV-14,1 Season,Docuseries,"A top-ranked college marching band’s members fight to keep their spots, memorize routines, tend to their social lives – and slay the competition.",2018,August,Teens,United States,['Docuseries']
4821,4821,80226619,TV Show,Be-Be-Bears,Russia,"August 29, 2018",2018,TV-Y,1 Season,Kids' TV,"Bear buddies Bucky and Bjorn play games, go on far-out adventures and learn about wondrous new things together.",2018,August,Kids,Russia,"[""Kids' TV""]"
4832,4832,81002281,TV Show,Chicken Soup for the Soul's Being Dad,United States,"August 27, 2018",2018,TV-14,1 Season,Docuseries,"Nine dads around America with different family structures, backgrounds and jobs navigate the joys and challenges of fatherhood.",2018,August,Teens,United States,['Docuseries']
4852,4852,80048569,TV Show,Jonathan Strange & Mr Norrell,United Kingdom,"August 25, 2016",2015,TV-14,1 Season,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy","In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange.",2016,August,Teens,United Kingdom,"['British TV Shows', 'TV Dramas', 'TV Sci-Fi & Fantasy']"
4856,4856,80025923,TV Show,El Cartel,Colombia,"August 24, 2018",2008,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",One man makes a fateful decision to get involved with a Colombian drug cartel in this series based on a novel by Andrés López López.,2018,August,Adults,Colombia,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
4857,4857,80035689,TV Show,El Cartel 2,Colombia,"August 24, 2018",2010,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Drug trafficker Pepe Cadena navigates the treacherous waters of warring cartels in Mexico and Colombia while avoiding capture by the DEA and police.,2018,August,Adults,Colombia,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
4858,4858,80245450,TV Show,GHOUL,India,"August 24, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","When a new prisoner at a military detention center exhibits eerie behavior, a young interrogator’s search for the truth becomes a battle for survival.",2018,August,Adults,India,"['International TV Shows', 'TV Dramas', 'TV Horror']"
4860,4860,81012978,TV Show,Take My Brother Away,China,"August 24, 2018",2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision.",2018,August,Teens,China,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
4862,4862,81008283,TV Show,The Drunk and on Drugs Happy Funtime Hour,Canada,"August 24, 2018",2011,TV-MA,1 Season,"International TV Shows, TV Comedies","A variety-show production trips up big time when the cast members take their roles to new heights, and the line between fact and fiction blurs.",2018,August,Adults,Canada,"['International TV Shows', 'TV Comedies']"
4863,4863,80184405,TV Show,The Innocents,United Kingdom,"August 24, 2018",2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",Runaway teen lovers June and Harry find themselves swept up in a dangerous and confusing new world when June begins to display mysterious abilities.,2018,August,Adults,United Kingdom,"['British TV Shows', 'International TV Shows', 'Romantic TV Shows']"
4868,4868,80203254,TV Show,Rust Valley Restorers,Canada,"August 23, 2019",2019,TV-14,1 Season,"International TV Shows, Reality TV","Old-school auto collector Mike Hall, his pal Avery Shoaf and son Connor Hall go the extra mile to restore retro cars – and hopefully turn a profit.",2019,August,Teens,Canada,"['International TV Shows', 'Reality TV']"
4871,4871,80243728,TV Show,Deadwind,"Finland, Germany","August 23, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Just months after a tragic loss, detective Sofia Karppi investigates the murder of a woman with ties to a Helsinki construction company.",2018,August,Adults,Finland,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
4875,4875,80168068,TV Show,Love Alarm,United States,"August 22, 2019",2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities.",2019,August,Adults,United States,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
4882,4882,80189648,TV Show,Hyperdrive,United States,"August 21, 2019",2019,TV-PG,1 Season,Reality TV,"Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built.",2019,August,Older Kids,United States,['Reality TV']
4890,4890,80163295,TV Show,Hati Perempuan,Indonesia,"August 21, 2017",2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Sparks of both passion and contempt fly when a self-sufficient architect is forced to work with a snobbish industrialist.,2017,August,Older Kids,Indonesia,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
4897,4897,80226557,TV Show,Leo & Tig,United States,"August 20, 2018",2017,TV-Y7,1 Season,Kids' TV,Spunky leopard cub Leo and his loyal tiger pal Tig team up for fun and adventure as they explore the forest and learn about ancient legends.,2018,August,Older Kids,United States,"[""Kids' TV""]"
4900,4900,80245353,TV Show,Basketball or Nothing,United States,"August 2, 2019",2019,TV-PG,1 Season,"Docuseries, Reality TV",Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.,2019,August,Older Kids,United States,"['Docuseries', 'Reality TV']"
4901,4901,70287604,TV Show,Care Bears: Welcome to Care-a-Lot,United States,"August 2, 2019",2012,TV-Y,1 Season,Kids' TV,"Nestled in a faraway cloud is a rainbow-colored world called Care-a-Lot, home to the magical Care Bears who each have a special talent.",2019,August,Kids,United States,"[""Kids' TV""]"
4938,4938,80078197,TV Show,Fearless,United States,"August 19, 2016",2016,TV-14,1 Season,Docuseries,"On a journey from Brazil to the Las Vegas championships, professional bull riders risk it all to earn money, respect and titles.",2016,August,Teens,United States,['Docuseries']
4942,4942,80989848,TV Show,Save Our Shelter,United States,"August 18, 2018",2015,TV-G,1 Season,Reality TV,"Pet rescue expert Rocky Kanaka and renovation specialist Rob North travel across North America, transforming animal shelters to help homeless pets.",2018,August,Kids,United States,['Reality TV']
4943,4943,80002566,TV Show,Marvel's The Defenders,United States,"August 18, 2017",2017,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Dramas","Daredevil, Jessica Jones, Luke Cage and Iron Fist join forces to take on common enemies as a sinister conspiracy threatens New York City.",2017,August,Adults,United States,"['Crime TV Shows', 'TV Action & Adventure', 'TV Dramas']"
4946,4946,80190510,TV Show,Magic for Humans,United States,"August 17, 2018",2018,TV-14,1 Season,"Reality TV, TV Comedies","From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs.",2018,August,Teens,United States,"['Reality TV', 'TV Comedies']"
4949,4949,80201870,TV Show,Stay Here,United States,"August 17, 2018",2018,TV-PG,1 Season,Reality TV,Designer Genevieve Gorder and real estate expert Peter Lorimer show property owners how to turn their short-term rentals into moneymaking showstoppers.,2018,August,Older Kids,United States,['Reality TV']
4952,4952,80225020,TV Show,Ultraviolet,Poland,"August 17, 2018",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",An online community of amateur sleuths use technology to solve crimes – and make quirky friends – in their quest for justice.,2018,August,Adults,Poland,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
