,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
3266,3266,80998786,Movie,Alt-Right: Age of Rage,United States,"January 28, 2019",2018,TV-MA,106 min,Documentaries,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.,2019,January,Adults,United States,['Documentaries']
3267,3267,81047898,Movie,Habibie & Ainun,"Indonesia, Singapore","January 28, 2019",2012,TV-14,125 min,"Dramas, International Movies, Romantic Movies","This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives.",2019,January,Teens,Indonesia,"['Dramas', 'International Movies', 'Romantic Movies']"
3268,3268,81057249,Movie,Nathicharami,India,"January 28, 2019",2018,TV-14,114 min,"Dramas, Independent Movies, International Movies","Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality.",2019,January,Teens,India,"['Dramas', 'Independent Movies', 'International Movies']"
3269,3269,81047900,Movie,Rudy Habibie,Indonesia,"January 28, 2019",2016,TV-14,143 min,"Dramas, International Movies","A biopic that explores the hardships and triumphs of the early life of B. J. Habibie, a transformative president of Indonesia.",2019,January,Teens,Indonesia,"['Dramas', 'International Movies']"
3270,3270,81047899,Movie,Surga Yang Tak Dirindukan,Indonesia,"January 28, 2019",2015,TV-14,121 min,"Dramas, Faith & Spirituality, International Movies","After saving an unwed expectant mother who's injured in a car accident, a happily married man takes her as his second wife – without telling his first.",2019,January,Teens,Indonesia,"['Dramas', 'Faith & Spirituality', 'International Movies']"
3271,3271,81047901,Movie,Surga Yang Tak Dirindukan 2,Indonesia,"January 28, 2019",2017,TV-14,119 min,"Dramas, Faith & Spirituality, International Movies","In this sequel to the award-winning 2015 film, Pras, Arini and Meirose face new challenges that could change the dynamic of their unique love triangle.",2019,January,Teens,Indonesia,"['Dramas', 'Faith & Spirituality', 'International Movies']"
3273,3273,70279637,Movie,Frozen Planet: On Thin Ice,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2011,TV-PG,47 min,Movies,David Attenborough journeys to both polar regions to investigate what rising temperatures will mean for the people and wildlife that live there.,2016,January,Older Kids,United Kingdom,['Movies']
3274,3274,80049171,Movie,Frozen Planet: The Epic Journey,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2011,TV-PG,52 min,Movies,"Collecting highlights from the epic documentary series that explores the entire polar year and the inhabitants, from the north to the south.",2016,January,Older Kids,United Kingdom,['Movies']
3277,3277,80099016,Movie,IBOY,United Kingdom,"January 27, 2017",2017,TV-MA,91 min,"International Movies, Sci-Fi & Fantasy, Thrillers","When shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge.",2017,January,Adults,United Kingdom,"['International Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
3280,3280,60024962,Movie,Biggie & Tupac,United Kingdom,"January 26, 2019",2002,R,108 min,"Documentaries, Music & Musicals","British documentarian Nick Broomfield investigates the murders of rappers Tupac Shakur and Biggie Smalls, digging up some surprises in the process.",2019,January,Adults,United Kingdom,"['Documentaries', 'Music & Musicals']"
3281,3281,81031181,Movie,Goyo: The Boy General,Philippines,"January 26, 2019",2018,TV-MA,150 min,"Dramas, International Movies","Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna.""",2019,January,Adults,Philippines,"['Dramas', 'International Movies']"
3282,3282,80107084,Movie,A Futile and Stupid Gesture,United States,"January 26, 2018",2018,TV-MA,102 min,Comedies,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s.",2018,January,Adults,United States,['Comedies']
3284,3284,80196589,Movie,Fakkah Fuzz: Almost Banned,Singapore,"January 26, 2018",2018,TV-MA,61 min,Stand-Up Comedy,Stand-up comic Fakkah Fuzz mines cross-cultural humor from the experience of growing up as an outspoken Malay man in Singapore.,2018,January,Adults,Singapore,['Stand-Up Comedy']
3285,3285,80183089,Movie,Mau Nieto: Viviendo sobrio… desde el bar,Mexico,"January 26, 2018",2018,TV-MA,57 min,Stand-Up Comedy,"Performing at a bar, Mexican stand-up comedian Mau Nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober.",2018,January,Adults,Mexico,['Stand-Up Comedy']
3286,3286,80125818,Movie,Mune: Guardian of the Moon,France,"January 26, 2018",2014,PG,85 min,Children & Family Movies,"When the old guardian of the moon retires, the mischievous Mune is chosen as his successor, but he worries he's not up to the job.",2018,January,Older Kids,France,['Children & Family Movies']
3287,3287,80192138,Movie,Sebastián Marcelo Wainraich,Argentina,"January 26, 2018",2018,TV-MA,49 min,Stand-Up Comedy,"Argentine comedian Sebastián Wainraich highlights the comedy in everyday life, from minibars to reasons why funerals are better than weddings.",2018,January,Adults,Argentina,['Stand-Up Comedy']
3288,3288,80169801,Movie,13TH: A Conversation with Oprah Winfrey & Ava DuVernay,United States,"January 26, 2017",2017,PG-13,37 min,Movies,"Oprah Winfrey sits down with director Ava DuVernay to discuss her Oscar-nominated film, historical cycles of oppression and the broken prison system.",2017,January,Teens,United States,['Movies']
3289,3289,80239629,Movie,Animas,"Spain, Belgium","January 25, 2019",2018,TV-MA,88 min,"Horror Movies, International Movies",A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.,2019,January,Adults,Spain,"['Horror Movies', 'International Movies']"
3293,3293,81023638,Movie,Mi Obra Maestra,"Argentina, Spain","January 25, 2019",2018,TV-MA,105 min,"Comedies, International Movies","A sly art dealer tries to revive the career of his longtime pal, a surly painter, with a risky plan that tests their morals and friendship.",2019,January,Adults,Argentina,"['Comedies', 'International Movies']"
3294,3294,80223052,Movie,Polar,"United States, Germany","January 25, 2019",2019,TV-MA,119 min,"Action & Adventure, International Movies","An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out.",2019,January,Adults,United States,"['Action & Adventure', 'International Movies']"
3296,3296,80190283,Movie,Acts of Vengeance,"Bulgaria, United States","January 25, 2018",2017,R,87 min,"Action & Adventure, International Movies","Devastated by the murder of his wife and child, a formerly fast-talking lawyer takes a vow of silence and trains himself for a mission of revenge.",2018,January,Adults,Bulgaria,"['Action & Adventure', 'International Movies']"
3297,3297,80148920,Movie,O Silêncio do Céu,Brazil,"January 25, 2017",2016,TV-MA,102 min,"Dramas, International Movies","After being raped in her home, a married woman chooses not to tell her husband, unaware that he has his own troubled secret and a plan for revenge.",2017,January,Adults,Brazil,"['Dramas', 'International Movies']"
3299,3299,80233925,Movie,Hotel Transylvania 3: Summer Vacation,United States,"January 24, 2019",2018,PG,97 min,"Children & Family Movies, Comedies","It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family.",2019,January,Older Kids,United States,"['Children & Family Movies', 'Comedies']"
3300,3300,81021098,Movie,Just Love,Argentina,"January 24, 2019",2018,TV-MA,96 min,"Dramas, International Movies, Music & Musicals","Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame.",2019,January,Adults,Argentina,"['Dramas', 'International Movies', 'Music & Musicals']"
3301,3301,80194737,Movie,Blockbuster,France,"January 24, 2018",2017,TV-MA,85 min,"Comedies, Independent Movies, International Movies","Dumped over a video he made to amuse his ailing dad, a heartsick Jérémy hatches an elaborate scheme to win back his superhero-loving girlfriend, Lola.",2018,January,Adults,France,"['Comedies', 'Independent Movies', 'International Movies']"
3303,3303,80192062,Movie,Ricardo Quevedo: Hay gente así,Colombia,"January 24, 2018",2018,TV-MA,59 min,Stand-Up Comedy,"Droll comic Ricardo Quevedo hits Bogotá with a set that touches on embarrassing misunderstandings, sex talk, the thrill of being scared and more.",2018,January,Adults,Colombia,['Stand-Up Comedy']
3304,3304,80193614,Movie,The Good Catholic,United States,"January 24, 2018",2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies",A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.,2018,January,Teens,United States,"['Comedies', 'Dramas', 'Romantic Movies']"
3305,3305,80117453,Movie,Cristela Alonzo: Lower Classy,United States,"January 24, 2017",2017,TV-MA,67 min,Stand-Up Comedy,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",2017,January,Adults,United States,['Stand-Up Comedy']
3306,3306,70296733,Movie,Mitt,United States,"January 24, 2014",2014,TV-PG,93 min,Documentaries,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,2014,January,Older Kids,United States,['Documentaries']
3308,3308,70109891,Movie,Planet 51,"Spain, United Kingdom, United States","January 23, 2019",2009,PG,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",2019,January,Older Kids,Spain,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']"
3309,3309,80003479,Movie,Iceman,"China, Hong Kong","January 23, 2018",2014,R,104 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Four hundred years after they were frozen in time, a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle.",2018,January,Adults,China,"['Action & Adventure', 'International Movies', 'Sci-Fi & Fantasy']"
3310,3310,80163053,Movie,My Entire High School Sinking Into the Sea,United States,"January 23, 2018",2016,PG-13,77 min,"Comedies, Independent Movies","After an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars.",2018,January,Teens,United States,"['Comedies', 'Independent Movies']"
3311,3311,80208684,Movie,Todd Glass: Act Happy,United States,"January 23, 2018",2018,TV-MA,63 min,Stand-Up Comedy,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.,2018,January,Adults,United States,['Stand-Up Comedy']
3312,3312,80124680,Movie,Gad Gone Wild,France,"January 23, 2017",2017,TV-MA,57 min,Stand-Up Comedy,French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.,2017,January,Adults,France,['Stand-Up Comedy']
3314,3314,70302480,Movie,Iliza Shlesinger: Freezing Hot,United States,"January 23, 2015",2015,TV-MA,72 min,Stand-Up Comedy,"Smart and brazen comedian Iliza Shlesinger applies her fresh, laugh-out-loud perspective to the universal struggles between men and women.",2015,January,Adults,United States,['Stand-Up Comedy']
3315,3315,80175405,Movie,Countdown to Death: Pablo Escobar,United States,"January 22, 2018",2017,TV-MA,69 min,"Documentaries, International Movies","Through rare interviews, images and wiretap audio, this documentary reconstructs the last nine years of Colombian drug lord Pablo Escobar's life.",2018,January,Adults,United States,"['Documentaries', 'International Movies']"
